,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
194,淡水區,房地(土地+建物),新北市淡水區水源街二段177巷91~120號,12.89,住,0,0,1081227,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851202,71.81,3,2,1,有,有,4200000,58488,0,0.0,0,含增建或未登記建物。,RPRQMLNJKHPFFEF68DA
195,汐止區,房地(土地+建物)+車位,新北市汐止區明峰街61~90號,44.48,住,0,0,1081229,土地1建物1車位2,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020603,335.57,4,2,3,有,有,31880000,93686,坡道平面,37.98,4000000,含增建或未登記建物。,RPPQMLOJKHPFFDF48DA
196,汐止區,房地(土地+建物)+車位,新北市汐止區水源路二段22巷1~30號,27.07,住,0,0,1081220,土地2建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870814,177.98,3,2,2,有,有,12520000,70345,坡道平面,0.0,1700000,含增建或未登記建物。,RPRPMLLMJHPFFDF48DA
197,新店區,房地(土地+建物)+車位,新北市新店區溪園路361~390號,22.25,住,0,0,1081113,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921201,226.3,4,2,2,有,有,21000000,98763,坡道平面,29.87,1600000,含增建或未登記建物。,RPROMLKKKHPFFCF08DA
198,土城區,房地(土地+建物),新北市土城區裕民路114巷1~30號,10.64,住,0,0,1081208,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810717,73.99000000000001,2,2,1,有,有,9300000,125693,0,0.0,0,含增建或未登記建物。,RPTOMLPJKHPFFAF48DA
199,三峽區,房地(土地+建物),新北市三峽區復興路42巷1~30號,7.56,住,0,0,1081213,土地1建物1車位0,一層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,79.96000000000001,3,2,1,有,有,7100000,88794,0,0.0,0,0,RPVNMLPJKHPFFIF66CA
200,中和區,房地(土地+建物),新北市中和區南山路181~210號,11.56,住,0,0,1081220,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950623,122.14,3,2,2,有,有,16320000,133617,0,0.0,0,含增建或未登記建物。;,RPWNMLNJKHPFFHF09CA
201,中和區,房地(土地+建物),新北市中和區民樂路1~30號,7.84,其他,0,0,1081230,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940426,93.07,2,2,1,有,有,10300000,110669,0,0.0,0,含增建或未登記建物。依仲介公司提供之資料登錄,RPXNMLNJKHPFFHF56CA
202,淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段121~150號,19.51,住,0,0,1081218,土地1建物1車位2,十七層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970917,134.88,3,2,2,有,有,8350000,61907,坡道機械,20.5,0,0,RPTNMLRJKHPFFEF88CA
203,淡水區,房地(土地+建物)+車位,新北市淡水區紅樹林路151~180號,22.26,住,0,0,1081231,土地1建物1車位1,二層,21,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060118,162.85000000000002,3,2,2,有,有,12980000,79705,坡道平面,36.3,0,親友、員工或其他特殊關係間之交易。;,RPQRMLLMJHPFFEF58CA
204,汐止區,房地(土地+建物),新北市汐止區樟樹二路241~270號,18.97,住,0,0,1081221,土地1建物1車位0,十二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890819,124.38,3,2,2,有,有,11000000,88439,0,0.0,0,0,RPOPMLTKKHPFFDF78CA
205,汐止區,房地(土地+建物),新北市汐止區龍安路181~210號,26.82,住,0,0,1081231,土地1建物1車位0,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820505,144.61,3,2,2,有,有,16900000,116866,0,0.0,0,0,RPXNMLPJKHPFFDF98CA
206,新店區,房地(土地+建物),新北市新店區寶橋路78巷31~60號,11.57,住,0,0,1081228,土地1建物1車位0,七層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,120.29,3,2,2,有,有,18880000,156954,0,0.0,0,含增建或未登記建物。;,RPXOMLNJKHPFFCF78CA
207,新店區,房地(土地+建物)+車位,新北市新店區達觀路8巷1~30號,51.06,0,山坡地保育區,丙種建築用地,1081208,土地5建物1車位1,十一層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,151.52,3,2,2,有,有,8450000,55768,坡道平面,0.0,0,0,RPPOMLNJKHPFFCF97CA
208,新莊區,房地(土地+建物)+車位,新北市新莊區鳳山街1~30號,17.27,其他,0,0,1081224,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890621,165.82999999999998,3,2,2,有,有,13200000,79600,坡道平面,28.62,0,0,RPWPMLMKKHPFFBF68CA
209,土城區,房地(土地+建物),新北市土城區學府路一段91~120號,20.82,住,0,0,1081226,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840311,131.3,3,2,2,有,有,12600000,95963,0,0.0,0,0,RPOSMLMKKHPFFAF08CA
210,桃園區,房地(土地+建物),桃園市桃園區國豐三街1~30號,7.43,住,0,0,1090101,土地1建物1車位0,五層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841215,62.730000000000004,2,2,1,有,有,3400000,54201,0,0.0,0,0,RPSRMLLLJHPFFAH48CA
211,桃園區,房地(土地+建物),桃園市桃園區大業路一段181~210號,9.29,住,0,0,1081215,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940302,87.0,2,1,1,有,有,5880000,67586,0,0.0,0,0,RPPOMLLMJHPFFAH97CA
212,桃園區,房地(土地+建物)+車位,桃園市桃園區國豐三街91~120號,10.83,商,0,0,1081203,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040706,109.31,2,2,1,有,有,7400000,67697,坡道機械,13.55,0,0,RPPPMLLMJHPFFAH08CA
213,桃園區,房地(土地+建物),桃園市桃園區莊敬路一段210巷31~60號,8.63,住,0,0,1081118,土地1建物1車位0,十一層，十二層,28,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860419,56.77,1,1,1,有,有,4000000,70460,0,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSPMLNJKHPFFAH38CA
214,桃園區,房地(土地+建物)+車位,桃園市桃園區新生路91~120號,10.92,商,0,0,1081107,土地2建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080528,112.8,2,2,1,有,有,7000000,62057,坡道機械,14.24,0,0,RPVNMLNJKHPFFAH48CA
215,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.6,住,0,0,1080726,土地1建物1車位2,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,256.51,3,2,2,有,有,19800000,102475,坡道平面,94.52,3200000,0,RPVPMLPJKHPFFAH88CA
216,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.19,住,0,0,1080816,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,209.35000000000002,3,2,2,有,有,16950000,95317,坡道平面,47.26,1500000,0,RPWPMLPJKHPFFAH98CA
217,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.19,住,0,0,1080820,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,209.35000000000002,3,2,2,有,有,17400000,98094,坡道平面,47.26,1500000,0,RPXPMLPJKHPFFAH09CA
218,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.19,住,0,0,1081030,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,209.35000000000002,3,2,2,有,有,17550000,99019,坡道平面,47.26,1500000,0,RPOQMLPJKHPFFAH28CA
219,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.19,住,0,0,1080511,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,209.35000000000002,3,2,2,有,有,17700000,99944,坡道平面,47.26,1500000,0,RPQQMLPJKHPFFAH48CA
220,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.6,住,0,0,1080906,土地1建物1車位2,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,256.61,3,2,2,有,有,19780000,102289,坡道平面,94.52,3200000,0,RPRQMLPJKHPFFAH58CA
221,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080911,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.47,3,2,2,有,有,12485000,84748,坡道平面,47.26,1450000,0,RPTQMLPJKHPFFAH78CA
222,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080903,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.47,3,2,2,有,有,12800000,86783,坡道平面,47.26,1500000,0,RPRQMLRJKHPFFAH78CA
223,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080719,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.47,3,2,2,有,有,13000000,88319,坡道平面,47.26,1500000,0,RPSQMLRJKHPFFAH88CA
224,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1081030,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.47,3,2,2,有,有,14750000,100991,坡道平面,47.26,1600000,0,RPTQMLRJKHPFFAH98CA
225,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080603,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.51999999999998,3,2,2,有,有,13400000,91356,坡道平面,47.26,1500000,0,RPUQMLRJKHPFFAH09CA
226,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080505,土地1建物1車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.51999999999998,3,2,2,有,有,13320000,90742,坡道平面,47.26,1500000,0,RPVQMLRJKHPFFAH56CA
227,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080316,土地1建物1車位1,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.51999999999998,3,2,2,有,有,13320000,90742,坡道平面,47.26,1500000,0,RPWQMLRJKHPFFAH66CA
228,桃園區,房地(土地+建物),桃園市桃園區大興西路一段301~330號,13.14,住,0,0,1081228,土地1建物1車位0,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860701,112.28,3,2,2,有,有,7550000,67243,0,0.0,0,0,RPROMLMKKHPFFAH18CA
229,中壢區,房地(土地+建物),桃園市中壢區九和三街1~30號,15.41,住,0,0,1081231,土地1建物1車位0,十層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870804,131.09,4,2,2,有,有,9000000,68655,0,0.0,0,0,RPRRNLRKKHPFFBH56CA
230,楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街275巷1~30號,22.54,住,0,0,1090109,土地2建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,153.61,3,2,2,有,無,6800000,44268,坡道平面,0.0,0,0,RPUOMLMLJHPFFDH78CA
231,八德區,房地(土地+建物)+車位,桃園市八德區建德路241~270號,28.21,住,0,0,1081201,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040420,157.92000000000002,3,2,2,有,有,7830000,49582,坡道平面,22.49,0,0,RPWNMLLMJHPFFFH09CA
232,八德區,房地(土地+建物)+車位,桃園市八德區金和路61~90號,11.09,其他,0,0,1081224,土地1建物1車位1,二十三層,23,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040827,152.81,3,2,2,有,有,12480000,81675,坡道平面,16.13,0,0,RPSNMLQJKHPFFFH98CA
233,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路31~60號,34.58,住,0,0,1080312,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,219.55,3,2,2,有,有,12700000,61190,坡道平面,37.33,1550000,0,RPTNMLKMJHPFFHH88CA
234,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路31~60號,27.88,住,0,0,1070916,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,187.57999999999998,3,2,2,有,有,10350000,59333,坡道平面,40.95,1650000,0,RPUNMLKMJHPFFHH98CA
235,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路31~60號,27.88,住,0,0,1070916,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,187.57999999999998,3,2,2,有,有,10350000,59333,坡道平面,40.95,1650000,0,RPVNMLKMJHPFFHH09CA
236,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,21.82,住,0,0,1080429,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,155.24,3,2,2,有,有,8010000,57398,坡道平面,40.95,1450000,0,RPXNMLKMJHPFFHH66CA
237,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,25.95,住,0,0,1080601,土地1建物1車位1,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,173.75,3,2,2,有,有,10520000,66486,坡道平面,37.33,1450000,0,RPOOMLKMJHPFFHH48CA
238,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路31~60號,27.88,住,0,0,1070922,土地1建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,188.98000000000002,3,2,2,有,有,10500000,59678,坡道平面,42.36,1750000,0,RPPOMLKMJHPFFHH58CA
239,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路31~60號,27.88,住,0,0,1071216,土地1建物1車位1,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,183.95,3,2,2,有,有,9500000,54904,坡道平面,37.33,1450000,0,RPQOMLKMJHPFFHH68CA
240,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路31~60號,27.88,住,0,0,1080623,土地1建物1車位1,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,183.95,3,2,2,有,有,10320000,60497,坡道平面,37.33,1450000,0,RPROMLKMJHPFFHH78CA
241,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,21.82,住,0,0,1071118,土地1建物1車位1,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,153.49,3,2,2,有,有,8280000,58010,坡道平面,39.2,1650000,0,RPSOMLKMJHPFFHH88CA
242,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,21.82,住,0,0,1080706,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,151.61,3,2,2,有,有,8600000,61253,坡道平面,37.33,1600000,0,RPTOMLKMJHPFFHH98CA
243,龜山區,房地(土地+建物),桃園市龜山區光榮路61~90號,24.46,住,0,0,1081019,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,130.53,3,2,2,有,有,8050000,61672,0,0.0,0,0,RPUOMLKMJHPFFHH09CA
244,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,24.85,住,0,0,1071209,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,169.70999999999998,3,2,2,有,有,8580000,54249,坡道平面,39.2,1500000,0,RPVOMLKMJHPFFHH56CA
245,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,24.81,住,0,0,1080622,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,166.22,3,2,2,有,有,9580000,61518,坡道平面,35.69,1550000,0,RPWOMLKMJHPFFHH66CA
246,龜山區,房地(土地+建物)+車位,桃園市龜山區光榮路61~90號,21.82,住,0,0,1081206,土地1建物1車位1,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081107,153.49,3,2,2,有,有,8780000,61948,坡道平面,39.2,1700000,0,RPPPMLKMJHPFFHH68CA
247,桃園區,房地(土地+建物)+車位,桃園市桃園區民有十二街1~30號,29.85,住,0,0,1081222,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030520,230.85000000000002,3,2,2,有,有,11550000,64728,坡道平面,92.58,2600000,0,RPOOMLQJKHPFFAH28DA
248,桃園區,房地(土地+建物)+車位,桃園市桃園區成功路二段91~120號,14.89,住,0,0,1081224,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830930,149.88,3,2,2,有,有,6000000,40032,升降平面,0.0,0,0,RPSOMLOJKHPFFAH58EA
249,桃園區,房地(土地+建物)+車位,桃園市桃園區民族路241~270號,34.39,商,0,0,1081209,土地1建物1車位2,十一層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970901,376.32,4,3,3,有,有,25000000,66431,坡道平面,53.38,0,0,RPQNMLNJLHPFFAH28EA
250,八德區,房地(土地+建物)+車位,桃園市八德區廣興一路1~30號,21.19,商,0,0,1081207,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030120,188.07,4,2,3,有,有,9600000,51483,坡道平面,24.91,1200000,0,RPWNMLNJKHPFFFH56DA
251,八德區,房地(土地+建物)+車位,桃園市八德區中華路31~60號,9.86,住,0,0,1081221,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970425,94.06,2,1,1,有,有,4480000,47629,坡道平面,23.28,0,0,RPSOMLNJKHPFFFH88DA
252,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路336巷61~90號,23.8,住,0,0,1081208,土地1建物1車位1,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951215,139.53,3,2,2,有,有,9600000,69404,坡道平面,19.94,1300000,含增建或未登記建物。,RPRPMLOJKHPFFAH48DA
253,平鎮區,房地(土地+建物)+車位,桃園市平鎮區新德街181~210號,17.47,商,0,0,1081210,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021201,173.81,4,2,2,有,有,9600000,55233,坡道平面,0.0,0,0,RPPNMLRKKHPFFGH98CA
254,平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路241~270號,22.6,住,0,0,1081206,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021209,154.08,2,2,2,有,有,6100000,39590,坡道平面,26.96,0,親友、員工或其他特殊關係間之交易。;,RPRPMLOJKHPFFGH98CA
255,八德區,房地(土地+建物)+車位,桃園市八德區中華路271~300號,11.3,住,0,0,1081130,土地2建物2車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841201,107.49000000000001,3,2,2,有,有,4700000,43725,坡道平面,0.0,0,0,RPQOMLOJKHPFFFH68CA
256,八德區,房地(土地+建物)+車位,桃園市八德區豐吉路1~30號,26.92,住,0,0,1081214,土地1建物1車位1,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031101,128.04,2,2,1,有,有,6650000,51937,坡道平面,0.0,0,0,RPQNMLKMJHPFFFH38CA
257,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,30.05,住,0,0,1080319,土地1建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,171.85000000000002,3,2,2,有,有,13550000,82679,坡道平面,27.91,1650000,0,RPRNMLSKKHPFFEH09CA
258,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,35.39,住,0,0,1081124,土地1建物1車位1,十二層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,200.51,3,2,2,有,有,17500000,92171,坡道平面,31.26,1900000,0,RPTNMLSKKHPFFEH66CA
259,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,31.74,住,0,0,1080501,土地1建物1車位1,五層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,181.01999999999998,3,2,2,有,有,13850000,80592,坡道平面,29.02,1600000,0,RPVNMLSKKHPFFEH86CA
260,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,31.74,住,0,0,1071016,土地1建物1車位1,八層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,183.44,3,2,2,有,有,14050000,80263,坡道平面,31.44,1850000,0,RPWNMLSKKHPFFEH96CA
261,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區忠孝西路31~60號,31.74,住,0,0,1081203,土地1建物1車位1,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,179.91,3,2,2,有,有,13980000,77710,坡道平面,0.0,0,0,RPUOMLRJKHPFFEH66CA
262,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區錦明街61~90號,50.21,住,0,0,1081128,土地1建物2車位3,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041126,342.95,4,2,2,有,有,21080000,68746,坡道平面,88.68,3600000,0,RPUOMLPJKHPFFEH09CA
263,中壢區,房地(土地+建物),桃園市中壢區龍慈路239巷1~30號,9.77,住,0,0,1090101,土地1建物1車位0,十七層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890302,121.58,3,2,2,有,有,4900000,40303,0,0.0,0,0,RPOPMLKMJHPFFBH97CA
264,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路211~240號,14.35,住,0,0,1081122,土地1建物1車位1,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920613,137.91,3,2,2,有,有,8800000,63805,坡道平面,0.0,0,0,RPXNMLRKKHPFFAH56CA
265,桃園區,房地(土地+建物)+車位,桃園市桃園區文中三路121~150號,23.45,住,0,0,1081207,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070824,175.17000000000002,3,2,2,有,有,12450000,71074,坡道平面,0.0,0,0,RPTRMLRKKHPFFAH56CA
266,桃園區,房地(土地+建物)+車位,桃園市桃園區力行路271~300號,20.73,住,0,0,1081229,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061124,151.05,3,2,2,有,有,11350000,80704,坡道平面,27.14,1350000,0,RPWOMLOKKHPFFAH88CA
267,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080506,土地1建物1車位1,八層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.51999999999998,3,2,2,有,有,13420000,90742,坡道平面,47.26,1600000,0,RPORMLRJKHPFFAH58CA
268,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080423,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.51999999999998,3,2,2,有,有,13420000,90742,坡道平面,47.26,1600000,0,RPPRMLRJKHPFFAH68CA
269,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1080731,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.51999999999998,3,2,2,有,有,14000000,95962,坡道平面,47.26,1500000,0,RPRRMLRJKHPFFAH88CA
270,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,25.06,住,0,0,1080710,土地1建物1車位2,十層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,225.03000000000003,3,2,2,有,有,15480000,95625,坡道平面,94.52,3000000,0,RPVRMLRJKHPFFAH66CA
271,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路181~210號,30.6,住,0,0,1081216,土地1建物1車位2,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,256.51,3,2,2,有,有,19100000,97537,坡道平面,94.52,3300000,0,RPWRMLRJKHPFFAH76CA
272,桃園區,房地(土地+建物)+車位,桃園市桃園區正光路203巷1~30號,24.85,住,0,0,1081216,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081101,177.47,3,2,2,有,有,12870000,85401,坡道平面,47.26,1750000,0,RPXRMLRJKHPFFAH86CA
273,桃園區,房地(土地+建物)+車位,桃園市桃園區中正路1111~1140號,39.72,商,0,0,1081204,土地1建物1車位2,二十三層,38,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1011102,476.02,4,2,4,有,有,56000000,117642,坡道平面,46.78,0,0,RPWNMLKKKHPFFAH38CA
274,桃園區,房地(土地+建物)+車位,桃園市桃園區民族路181~210號,13.58,住,0,0,1081205,土地2建物1車位1,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080131,126.14999999999999,2,1,1,有,有,11030000,102731,坡道平面,29.49,1100000,0,RPQQMLRJKHPFFAH68CA
275,桃園區,房地(土地+建物)+車位,桃園市桃園區經國路61~90號,43.87,住,0,0,1081024,土地1建物1車位2,三層,29,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060824,319.25,4,2,3,有,有,27700000,86766,坡道平面,0.0,0,0,RPRRMLOJKHPFFAH58CA
276,桃園區,房地(土地+建物),桃園市桃園區國際路一段1171~1200號,7.15,住,0,0,1081127,土地1建物1車位0,七層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861128,77.19000000000001,2,2,1,有,有,4200000,54411,0,0.0,0,0,RPRPMLLMJHPFFAH28CA
277,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,20.4,住,0,0,1081221,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,150.46,3,2,2,有,有,8020000,59219,坡道平面,40.36,1500000,0,RPSOMLKMJHPFFAH18CA
278,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街31~60號,27.3,住,0,0,1081221,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,189.04,4,2,2,有,有,11260000,65644,坡道平面,40.36,1500000,0,RPVOMLKMJHPFFAH48CA
279,桃園區,房地(土地+建物)+車位,桃園市桃園區龍城一街61~90號,15.11,住,0,0,1081125,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080515,120.93,2,2,1,有,有,6230000,58707,坡道平面,40.36,1500000,0,RPXOMLKMJHPFFAH68CA
